variant,spectral_radius,seed,curvature_rad,vpt
erdos_renyi,2.8,0,0.25992727126270726,1.9859807999999997
erdos_renyi,2.8,1,0.2636430124439899,3.582100799999999
erdos_renyi,2.8,2,0.2639544174637966,3.3022704
erdos_renyi,2.8,3,0.26431356351382074,2.0837855999999997
erdos_renyi,2.8,4,0.262650900626786,1.9126272
erdos_renyi,2.8,5,0.2640073512065186,4.5900336
erdos_renyi,2.8,6,0.2593340470516071,1.1464896
erdos_renyi,2.8,7,0.26372234638277553,0.7403280000000001
erdos_renyi,2.8,8,0.2615838116777993,3.0047808
erdos_renyi,2.8,9,0.2607079237068812,4.312919999999999
erdos_renyi,3.2,0,0.26023988298589096,1.7754287999999998
erdos_renyi,3.2,1,0.26456374380259695,3.522331199999999
erdos_renyi,3.2,2,0.26410006054097196,3.0197232
erdos_renyi,3.2,3,0.26475707634352535,1.8908928
erdos_renyi,3.2,4,0.26376938800621946,4.054823999999999
erdos_renyi,3.2,5,0.26426635842077945,4.3903488
erdos_renyi,3.2,6,0.25984074370039073,3.4177343999999996
erdos_renyi,3.2,7,0.2644205923821747,0.7430448
erdos_renyi,3.2,8,0.26166683045405725,3.0237983999999996
erdos_renyi,3.2,9,0.2604541958982933,4.372689599999999
erdos_renyi,3.6,0,0.2605662000450889,1.8025967999999999
erdos_renyi,3.6,1,0.2653743276355769,2.4369696
erdos_renyi,3.6,2,0.2640828237063896,2.7521183999999996
erdos_renyi,3.6,3,0.26509050524757155,1.7455439999999995
erdos_renyi,3.6,4,0.2644713045154882,3.2166911999999996
erdos_renyi,3.6,5,0.26431189900423774,3.5535743999999996
erdos_renyi,3.6,6,0.26023532185418063,3.2968368
erdos_renyi,3.6,7,0.2650751228364369,0.8816015999999998
erdos_renyi,3.6,8,0.26134754026052087,2.743968
erdos_renyi,3.6,9,0.2603579180956927,3.4734287999999998
erdos_renyi,4.0,0,0.2608693695107749,1.7360352
erdos_renyi,4.0,1,0.266047639438029,1.9601712
erdos_renyi,4.0,2,0.26391117107843604,2.7045744000000003
erdos_renyi,4.0,3,0.26534343016795064,1.7346767999999997
erdos_renyi,4.0,4,0.2652500844991417,3.1216032
erdos_renyi,4.0,5,0.26414742463957147,2.7453263999999997
erdos_renyi,4.0,6,0.2606460759567298,3.3253631999999995
erdos_renyi,4.0,7,0.26561324636942707,0.7457616
erdos_renyi,4.0,8,0.26065453290748436,2.2019664
erdos_renyi,4.0,9,0.2603777765424658,3.0849263999999996
erdos_renyi,4.4,0,0.2611306971583433,1.7170175999999997
erdos_renyi,4.4,1,0.2665794890037635,1.6246464
erdos_renyi,4.4,2,0.2635968149714764,2.4872304
erdos_renyi,4.4,3,0.2655429649421456,1.7034335999999997
erdos_renyi,4.4,4,0.26607457720023747,3.2289167999999995
erdos_renyi,4.4,5,0.2637903281542552,2.8404143999999993
erdos_renyi,4.4,6,0.2610537132291809,3.3253632000000004
erdos_renyi,4.4,7,0.26599915135470054,0.6683328
erdos_renyi,4.4,8,0.259698516100219,2.1218207999999996
erdos_renyi,4.4,9,0.26048794928776453,3.1949568
erdos_renyi,4.8,0,0.2613353988757009,1.4276784
erdos_renyi,4.8,1,0.2669733107886632,1.568952
erdos_renyi,4.8,2,0.2631593488063771,2.3242224
erdos_renyi,4.8,3,0.2657108892278354,1.6626815999999998
erdos_renyi,4.8,4,0.2669159980146696,0.2485872
erdos_renyi,4.8,5,0.2632660626758377,2.1802319999999993
erdos_renyi,4.8,6,0.261455386881284,2.832264
erdos_renyi,4.8,7,0.266229758620412,0.5270592
erdos_renyi,4.8,8,0.2586095143375852,1.4494127999999997
erdos_renyi,4.8,9,0.26066937980580246,2.3378064
erdos_renyi,5.2,0,0.2614727404503819,1.4208863999999999
erdos_renyi,5.2,1,0.26723526107665174,1.3692672
erdos_renyi,5.2,2,0.26262291924186937,2.0498256
erdos_renyi,5.2,3,0.26586275853635577,1.3624752
erdos_renyi,5.2,4,0.26775105563842155,0.24451199999999998
erdos_renyi,5.2,5,0.26260756874467356,2.0280911999999995
erdos_renyi,5.2,6,0.26185236665667855,2.8105295999999997
erdos_renyi,5.2,7,0.26632631398997497,0.48223199999999994
erdos_renyi,5.2,8,0.2574921780738335,1.2931967999999998
erdos_renyi,5.2,9,0.26090407145473493,2.0321664
erdos_renyi,5.6,0,0.26153629864562045,1.7265263999999998
erdos_renyi,5.6,1,0.26737338650106873,1.1179631999999997
erdos_renyi,5.6,2,0.26201229801854636,1.6436639999999998
erdos_renyi,5.6,3,0.26600878135092154,1.1220383999999999
erdos_renyi,5.6,4,0.2685639386262943,0.0
erdos_renyi,5.6,5,0.2618526205410856,1.8542160000000003
erdos_renyi,5.6,6,0.26224587611880934,2.2902624
erdos_renyi,5.6,7,0.26632312814711195,0.38442719999999997
erdos_renyi,5.6,8,0.2564104860722968,1.0649856
erdos_renyi,5.6,9,0.26117487629842234,1.6504559999999997
erdos_renyi,6.0,0,0.26152344744365497,1.3747007999999998
erdos_renyi,6.0,1,0.2673974449302045,0.9753312
erdos_renyi,6.0,2,0.26135039684865885,1.4521295999999997
erdos_renyi,6.0,3,0.2661554479354518,0.8028143999999999
erdos_renyi,6.0,4,0.2693459644218897,0.0
erdos_renyi,6.0,5,0.2610396167192018,1.7550527999999996
erdos_renyi,6.0,6,0.2626361837305674,2.3296559999999995
erdos_renyi,6.0,7,0.26625713424440856,0.3192239999999999
erdos_renyi,6.0,8,0.2553934899492068,0.9019775999999998
erdos_renyi,6.0,9,0.2614672245872656,1.4045855999999999
erdos_renyi,6.4,0,0.29003438909860285,0.7471199999999999
erdos_renyi,6.4,1,0.26731843446580184,0.9359375999999999
erdos_renyi,6.4,2,0.26065706772638936,1.365192
erdos_renyi,6.4,3,0.26630688622552423,0.6642576
erdos_renyi,6.4,4,0.27009384534587494,0.0
erdos_renyi,6.4,5,0.26020349957493466,1.4765807999999996
erdos_renyi,6.4,6,0.2630227823041814,1.8732335999999996
erdos_renyi,6.4,7,0.26616070534611985,0.2322864
erdos_renyi,6.4,8,0.25444814317527353,0.3002064
erdos_renyi,6.4,9,0.2617703304761201,1.2375024
erdos_renyi,6.8,0,3.120080952637715,0.0
erdos_renyi,6.8,1,0.2671479637152234,0.8123231999999998
erdos_renyi,6.8,2,0.2599487373218042,1.0473263999999998
erdos_renyi,6.8,3,0.26646555735867783,0.5922623999999999
erdos_renyi,6.8,4,0.27080754291252357,0.0
erdos_renyi,6.8,5,0.25937305490691537,1.4915231999999998
erdos_renyi,6.8,6,0.2634047662604697,1.3393823999999996
erdos_renyi,6.8,7,0.26605827650946656,0.264888
erdos_renyi,6.8,8,0.2535704958538447,0.23500319999999997
erdos_renyi,6.8,9,0.26207729617437675,1.1872415999999997
erdos_renyi,7.2,0,3.123670189876764,0.0095088
erdos_renyi,7.2,1,0.26689771044967797,0.6805584
erdos_renyi,7.2,2,0.25923853092575055,0.7593455999999998
erdos_renyi,7.2,3,0.2666324420410819,0.49445760000000005
erdos_renyi,7.2,4,0.27577303871521536,0.0
erdos_renyi,7.2,5,0.2585699198488174,1.42632
erdos_renyi,7.2,6,0.26233542474954186,0.42653759999999996
erdos_renyi,7.2,7,0.2659659314681837,0.2540208
erdos_renyi,7.2,8,0.2527527525781954,0.4618559999999999
erdos_renyi,7.2,9,0.26238444609862105,1.1261135999999998
erdos_renyi,7.6,0,3.126584234487482,0.0095088
erdos_renyi,7.6,1,0.2665790605634212,0.5189088
erdos_renyi,7.6,2,0.25853664295150547,0.6846336
erdos_renyi,7.6,3,0.2668070619642587,0.4876656
erdos_renyi,7.6,4,3.130584314815783,0.20104319999999998
erdos_renyi,7.6,5,0.2578089126836257,1.3624752
erdos_renyi,7.6,6,0.26254181454759773,0.4102368
erdos_renyi,7.6,7,0.26589263023579573,0.2200608
erdos_renyi,7.6,8,0.25198683556419205,0.36405119999999996
erdos_renyi,7.6,9,0.2626903693295411,1.0935119999999998
erdos_renyi,8.0,0,3.128986327238917,0.005433599999999999
erdos_renyi,8.0,1,0.26620290323975987,0.48087359999999996
erdos_renyi,8.0,2,0.2578507914661071,0.6764832000000001
erdos_renyi,8.0,3,0.26698760523809323,0.522984
erdos_renyi,8.0,4,3.132093040180805,0.20104319999999998
erdos_renyi,8.0,5,0.2570990808850189,1.3556832
erdos_renyi,8.0,6,0.2628765723262369,0.3205824
erdos_renyi,8.0,7,0.26584196899778195,0.1874592
erdos_renyi,8.0,8,3.1346812379420967,0.4903824
erdos_renyi,8.0,9,0.26299500261891656,1.0351008
erdos_renyi,8.4,0,3.130979729586328,0.0
erdos_renyi,8.4,1,0.26577952253775977,0.3477504
erdos_renyi,8.4,2,0.2571866639116457,0.5786783999999999
erdos_renyi,8.4,3,0.267171246957747,0.4795152
erdos_renyi,8.4,4,3.1333600774267696,0.2322864
erdos_renyi,8.4,5,0.2564449788087283,1.1641488
erdos_renyi,8.4,6,0.26308501871258533,0.30971519999999997
erdos_renyi,8.4,7,0.26581383538426295,0.08693759999999999
erdos_renyi,8.4,8,3.135720933609303,0.5257007999999999
erdos_renyi,8.4,9,0.26329890970367603,0.8748096000000001
erdos_renyi,8.8,0,3.132641225331809,0.008150399999999999
erdos_renyi,8.8,1,0.26531853462725613,0.2268528
erdos_renyi,8.8,2,0.2565483129222892,0.7294607999999999
erdos_renyi,8.8,3,0.26735460739312544,0.2961312
erdos_renyi,8.8,4,3.134435730201208,0.2567376
erdos_renyi,8.8,5,0.2558478865237462,1.1329056
erdos_renyi,8.8,6,3.1363358705134283,0.9848399999999998
erdos_renyi,8.8,7,0.2658057235567568,0.054335999999999995
erdos_renyi,8.8,8,3.136600372116646,0.5379263999999999
erdos_renyi,8.8,9,0.26360279084156973,0.7715711999999999
erdos_renyi,9.2,0,3.134030592275931,0.010867199999999999
erdos_renyi,9.2,1,0.26482884136542884,0.1983264
erdos_renyi,9.2,2,0.25593849143931485,0.6805584
erdos_renyi,9.2,3,0.2675342280618701,0.2825472
erdos_renyi,9.2,4,3.1353550063777624,0.2227776
erdos_renyi,9.2,5,0.25530683948782074,0.8163984
erdos_renyi,9.2,6,3.1372323156159454,0.8299823999999999
erdos_renyi,9.2,7,0.26581369828813783,0.050260799999999994
erdos_renyi,9.2,8,3.137259182015532,0.618072
erdos_renyi,9.2,9,0.2639071938317913,0.6465983999999999
erdos_renyi,9.6,0,3.135195421994805,0.0298848
erdos_renyi,9.6,1,0.26431858933011676,0.17387519999999998
erdos_renyi,9.6,2,0.2553589300185225,0.5324928
erdos_renyi,9.6,3,0.26770696119896115,0.30971519999999997
erdos_renyi,9.6,4,3.136144574806736,0.2200608
erdos_renyi,9.6,5,0.25481943396048856,0.6194303999999999
erdos_renyi,9.6,6,3.137967922015682,0.7294607999999998
erdos_renyi,9.6,7,0.265833078768123,0.050260799999999994
erdos_renyi,9.6,8,3.1383585831156924,0.20376000000000002
erdos_renyi,9.6,9,0.2642123758876874,0.5216255999999999
erdos_renyi,10.0,0,3.1361741175217404,0.0122256
erdos_renyi,10.0,1,0.2637951345318604,0.2268528
erdos_renyi,10.0,2,0.25481056359499155,0.5610192
erdos_renyi,10.0,3,0.2678702202967528,0.21326879999999995
erdos_renyi,10.0,4,3.136825482594567,0.2200608
erdos_renyi,10.0,5,1.9412720728816606,0.4849487999999999
erdos_renyi,10.0,6,3.1385735163779307,0.6628992
erdos_renyi,10.0,7,0.26585891947185025,0.050260799999999994
erdos_renyi,10.0,8,3.13885451850075,0.1928928
erdos_renyi,10.0,9,0.26451826595586075,0.46864799999999995
erdos_renyi,10.4,0,3.136997950768769,0.010867199999999999
erdos_renyi,10.4,1,0.2632650175625251,0.22821119999999998
erdos_renyi,10.4,2,0.2542937153937153,0.6275807999999998
erdos_renyi,10.4,3,0.2680220904870889,0.19289279999999998
erdos_renyi,10.4,4,3.1374146744573874,0.13584000000000002
erdos_renyi,10.4,5,3.135737255903867,0.3980112
erdos_renyi,10.4,6,3.1390734828069404,0.5487936
erdos_renyi,10.4,7,0.2658863471916032,0.0516192
erdos_renyi,10.4,8,3.139258660982963,0.22413600000000003
erdos_renyi,10.4,9,0.26482448656851637,0.37899359999999993
erdos_renyi,10.8,0,3.1376925564019764,0.010867199999999999
erdos_renyi,10.8,1,0.26273395412558653,0.22821119999999998
erdos_renyi,10.8,2,0.2538082449093167,0.5379263999999999
erdos_renyi,10.8,3,0.2681613286712403,0.19425119999999998
erdos_renyi,10.8,4,3.1379259801473984,0.1331232
erdos_renyi,10.8,5,3.1364499022500607,0.35997599999999996
erdos_renyi,10.8,6,3.1394872737330437,0.5583024
erdos_renyi,10.8,7,0.26591079402652307,0.0516192
erdos_renyi,10.8,8,3.139597385032238,0.156216
erdos_renyi,10.8,9,0.26513040582981506,0.33688319999999994
erdos_renyi,11.2,0,3.1382790557381686,0.010867199999999999
erdos_renyi,11.2,1,0.26220684389018667,0.2268528
erdos_renyi,11.2,2,0.2533536659611846,0.41702880000000003
erdos_renyi,11.2,3,0.26828729321372957,0.23092799999999997
erdos_renyi,11.2,4,3.13837080562979,0.1059552
erdos_renyi,11.2,5,3.1370668854162926,0.3640511999999999
erdos_renyi,11.2,6,3.1398305081162166,0.3382416
erdos_renyi,11.2,7,0.26592815251411894,0.05297759999999999
erdos_renyi,11.2,8,3.139884295980389,0.156216
erdos_renyi,11.2,9,0.2654352003305491,0.30428160000000004
